Analysis,Index,Sides,AccrualTime,FollowUpTime,Alpha,RefSurvival,SurvCurve1Form,SurvCurve2Form,HazardRatio,Weight1,Weight2,NominalPower,NSubInterval,LossExpHazard1,LossExpHazard2,Power,NTotal,Error,Info,hazard_rate
TwoSampleSurvival,184,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,16086,,,4
TwoSampleSurvival,185,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,16910,,,4
TwoSampleSurvival,186,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,17796,,,4
TwoSampleSurvival,187,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,18750,,,4
TwoSampleSurvival,188,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,10930,,,4
TwoSampleSurvival,189,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,11414,,,4
TwoSampleSurvival,190,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,11930,,,4
TwoSampleSurvival,191,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,12478,,,4
TwoSampleSurvival,192,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,13066,,,4
TwoSampleSurvival,193,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,13692,,,4
TwoSampleSurvival,194,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,14364,,,4
TwoSampleSurvival,195,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,15084,,,4
TwoSampleSurvival,196,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,15856,,,4
TwoSampleSurvival,197,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,16686,,,4
TwoSampleSurvival,198,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,17582,,,4
TwoSampleSurvival,199,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,10288,,,4
TwoSampleSurvival,200,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,10744,,,4
TwoSampleSurvival,201,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,11228,,,4
TwoSampleSurvival,202,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,11746,,,4
TwoSampleSurvival,203,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,12298,,,4
TwoSampleSurvival,204,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,12888,,,4
TwoSampleSurvival,205,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,13520,,,4
TwoSampleSurvival,206,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,14198,,,4
TwoSampleSurvival,207,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,14924,,,4
TwoSampleSurvival,208,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,15706,,,4
TwoSampleSurvival,209,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,16550,,,4
TwoSampleSurvival,210,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9716,,,4
TwoSampleSurvival,211,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,10146,,,4
TwoSampleSurvival,212,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10606,,,4
TwoSampleSurvival,213,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,11094,,,4
TwoSampleSurvival,214,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11616,,,4
TwoSampleSurvival,215,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,12174,,,4
TwoSampleSurvival,216,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,12770,,,4
TwoSampleSurvival,217,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,13410,,,4
TwoSampleSurvival,218,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,14096,,,4
TwoSampleSurvival,219,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,14836,,,4
TwoSampleSurvival,220,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,15632,,,4
TwoSampleSurvival,221,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9206,,,4
TwoSampleSurvival,222,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9614,,,4
TwoSampleSurvival,223,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10048,,,4
TwoSampleSurvival,224,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,10510,,,4
TwoSampleSurvival,225,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11004,,,4
TwoSampleSurvival,226,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,11534,,,4
TwoSampleSurvival,227,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,12098,,,4
TwoSampleSurvival,228,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,12704,,,4
TwoSampleSurvival,229,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,13356,,,4
TwoSampleSurvival,230,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,14056,,,4
TwoSampleSurvival,231,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,14810,,,4
TwoSampleSurvival,232,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,12946,,,4
TwoSampleSurvival,233,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,13520,,,4
TwoSampleSurvival,234,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,14132,,,4
TwoSampleSurvival,235,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,14782,,,4
TwoSampleSurvival,236,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,15476,,,4
TwoSampleSurvival,237,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,16220,,,4
TwoSampleSurvival,238,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,17014,,,4
TwoSampleSurvival,239,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,17866,,,4
TwoSampleSurvival,240,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,18782,,,4
TwoSampleSurvival,241,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,19766,,,4
TwoSampleSurvival,242,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,20826,,,4
TwoSampleSurvival,243,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,12056,,,4
TwoSampleSurvival,244,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,12590,,,4
TwoSampleSurvival,245,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,13160,,,4
TwoSampleSurvival,246,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,13766,,,4
TwoSampleSurvival,247,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,14412,,,4
TwoSampleSurvival,248,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,15104,,,4
TwoSampleSurvival,249,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,15844,,,4
TwoSampleSurvival,250,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,16638,,,4
TwoSampleSurvival,251,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,17490,,,4
TwoSampleSurvival,252,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,18406,,,4
TwoSampleSurvival,253,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,19394,,,4
TwoSampleSurvival,254,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,11280,,,4
TwoSampleSurvival,255,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,11780,,,4
TwoSampleSurvival,256,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,12312,,,4
TwoSampleSurvival,257,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,12880,,,4
TwoSampleSurvival,258,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,13486,,,4
TwoSampleSurvival,259,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,14132,,,4
TwoSampleSurvival,260,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,14826,,,4
TwoSampleSurvival,261,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,15568,,,4
TwoSampleSurvival,262,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,16366,,,4
TwoSampleSurvival,263,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,17222,,,4
TwoSampleSurvival,264,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,18146,,,4
TwoSampleSurvival,265,2,21,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,10598,,,4
TwoSampleSurvival,266,2,21,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,11068,,,4
TwoSampleSurvival,267,2,21,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,11568,,,4
TwoSampleSurvival,268,2,21,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,12100,,,4
TwoSampleSurvival,269,2,21,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,12670,,,4
TwoSampleSurvival,270,2,21,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,13278,,,4
TwoSampleSurvival,271,2,21,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,13928,,,4
TwoSampleSurvival,272,2,21,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,14626,,,4
TwoSampleSurvival,273,2,21,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,15376,,,4
TwoSampleSurvival,274,2,21,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,16182,,,4
TwoSampleSurvival,275,2,21,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,17050,,,4
TwoSampleSurvival,276,2,21,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9994,,,4
TwoSampleSurvival,277,2,21,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,10436,,,4
TwoSampleSurvival,278,2,21,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10908,,,4
TwoSampleSurvival,279,2,21,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,11410,,,4
TwoSampleSurvival,280,2,21,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11946,,,4
TwoSampleSurvival,281,2,21,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,12520,,,4
TwoSampleSurvival,282,2,21,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,13134,,,4
TwoSampleSurvival,283,2,21,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,13792,,,4
TwoSampleSurvival,284,2,21,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,14498,,,4
TwoSampleSurvival,285,2,21,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,15258,,,4
TwoSampleSurvival,286,2,21,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,16078,,,4
TwoSampleSurvival,287,2,21,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9454,,,4
TwoSampleSurvival,288,2,21,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9872,,,4
TwoSampleSurvival,289,2,21,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10318,,,4
TwoSampleSurvival,290,2,21,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,10794,,,4
TwoSampleSurvival,291,2,21,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11302,,,4
TwoSampleSurvival,292,2,21,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,11844,,,4
TwoSampleSurvival,293,2,21,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,12424,,,4
TwoSampleSurvival,294,2,21,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,13048,,,4
TwoSampleSurvival,295,2,21,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,13716,,,4
TwoSampleSurvival,296,2,21,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,14434,,,4
TwoSampleSurvival,297,2,21,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,15210,,,4
TwoSampleSurvival,298,2,21,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,8968,,,4
TwoSampleSurvival,299,2,21,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9366,,,4
TwoSampleSurvival,300,2,21,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,9790,,,4
TwoSampleSurvival,301,2,21,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,10240,,,4
TwoSampleSurvival,302,2,21,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,10722,,,4
TwoSampleSurvival,303,2,21,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,11238,,,4
TwoSampleSurvival,304,2,21,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,11788,,,4
TwoSampleSurvival,305,2,21,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,12378,,,4
TwoSampleSurvival,306,2,21,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,13014,,,4
TwoSampleSurvival,307,2,21,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,13696,,,4
TwoSampleSurvival,308,2,21,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,14430,,,4
TwoSampleSurvival,309,2,22,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,12486,,,4
TwoSampleSurvival,310,2,22,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,13038,,,4
TwoSampleSurvival,311,2,22,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,13628,,,4
TwoSampleSurvival,312,2,22,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,14256,,,4
TwoSampleSurvival,313,2,22,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,14926,,,4
TwoSampleSurvival,314,2,22,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,15642,,,4
TwoSampleSurvival,315,2,22,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,16408,,,4
TwoSampleSurvival,316,2,22,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,17230,,,4
TwoSampleSurvival,317,2,22,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,18112,,,4
TwoSampleSurvival,318,2,22,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,19060,,,4
TwoSampleSurvival,319,2,22,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,20084,,,4
TwoSampleSurvival,320,2,22,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,11656,,,4
TwoSampleSurvival,321,2,22,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,12172,,,4
TwoSampleSurvival,322,2,22,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,12722,,,4
TwoSampleSurvival,323,2,22,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,13308,,,4
TwoSampleSurvival,324,2,22,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,13932,,,4
TwoSampleSurvival,325,2,22,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,14602,,,4
TwoSampleSurvival,326,2,22,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,15318,,,4
TwoSampleSurvival,327,2,22,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,16084,,,4
TwoSampleSurvival,328,2,22,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,16908,,,4
TwoSampleSurvival,329,2,22,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,17794,,,4
TwoSampleSurvival,330,2,22,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,18748,,,4
TwoSampleSurvival,331,2,22,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,10928,,,4
TwoSampleSurvival,332,2,22,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,11412,,,4
TwoSampleSurvival,333,2,22,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,11928,,,4
TwoSampleSurvival,334,2,22,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,12478,,,4
TwoSampleSurvival,335,2,22,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,13064,,,4
TwoSampleSurvival,336,2,22,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,13692,,,4
TwoSampleSurvival,337,2,22,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,14362,,,4
TwoSampleSurvival,338,2,22,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,15082,,,4
TwoSampleSurvival,339,2,22,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,15854,,,4
TwoSampleSurvival,340,2,22,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,16686,,,4
TwoSampleSurvival,341,2,22,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,17580,,,4
TwoSampleSurvival,342,2,22,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,10286,,,4
TwoSampleSurvival,343,2,22,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,10742,,,4
TwoSampleSurvival,344,2,22,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,11228,,,4
TwoSampleSurvival,345,2,22,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,11744,,,4
TwoSampleSurvival,346,2,22,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,12298,,,4
TwoSampleSurvival,347,2,22,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,12888,,,4
TwoSampleSurvival,348,2,22,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,13520,,,4
TwoSampleSurvival,349,2,22,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,14196,,,4
TwoSampleSurvival,350,2,22,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,14924,,,4
TwoSampleSurvival,351,2,22,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,15706,,,4
TwoSampleSurvival,352,2,22,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,16548,,,4
TwoSampleSurvival,353,2,22,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9716,,,4
TwoSampleSurvival,354,2,22,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,10146,,,4
TwoSampleSurvival,355,2,22,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10604,,,4
TwoSampleSurvival,356,2,22,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,11094,,,4
TwoSampleSurvival,357,2,22,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11614,,,4
TwoSampleSurvival,358,2,22,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,12172,,,4
TwoSampleSurvival,359,2,22,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,12770,,,4
TwoSampleSurvival,360,2,22,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,13408,,,4
TwoSampleSurvival,361,2,22,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,14096,,,4
TwoSampleSurvival,362,2,22,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,14834,,,4
TwoSampleSurvival,363,2,22,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,15630,,,4
TwoSampleSurvival,364,2,22,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9204,,,4
TwoSampleSurvival,365,2,22,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9612,,,4
TwoSampleSurvival,366,2,22,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10046,,,4
TwoSampleSurvival,367,2,22,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,10510,,,4
